Probeset	GeneSymbole	Signal
212472_at	MICAL2	880.9755135
212473_s_at	MICAL2	2306.04599
212474_at	AVL9	853.3716006
212475_at	AVL9	66.15145062
212476_at	ACAP2	1494.547123
212477_at	ACAP2	40.61645304
212478_at	RMND5A	90.93117106
212479_s_at	RMND5A	811.5328413
212480_at	CYTSA	732.8762171
212481_s_at	TPM4	837.6494767
212482_at	RMND5A	3426.490884
212483_at	NIPBL	913.0574931
212484_at	FAM89B	1587.976151
212485_at	GPATCH8	1156.986534
212486_s_at	FYN	594.7276151
212487_at	GPATCH8	254.7578637
212488_at	COL5A1	410.9205231
212489_at	COL5A1	301.7561704
212490_at	NA	243.2755447
212491_s_at	NA	669.1797978
212492_s_at	KDM4B	857.383602
212493_s_at	SETD2	692.1311524
212494_at	TENC1	1258.150822
212495_at	KDM4B	681.6180953
212496_s_at	KDM4B	1509.971478
212497_at	MAPK1IP1L	12.69865981
212498_at	NA	6997.454141
212499_s_at	NA	820.7776673
212500_at	ADO	1568.101126
212501_at	CEBPB	13085.00042
212502_at	ADO	1841.734563
212503_s_at	DIP2C	2380.911553
212504_at	DIP2C	3063.617728
212505_s_at	KIAA0892	714.5581555
212506_at	PICALM	2886.353755
212507_at	TMEM131	3279.174647
212508_at	MOAP1	2956.44471
212509_s_at	MXRA7	7475.500255
212510_at	GPD1L	11985.7525
212511_at	PICALM	998.1539577
212512_s_at	NA	1710.524604
212513_s_at	USP33	2521.034646
212514_x_at	DDX3X	1515.72809
212515_s_at	DDX3X	5219.872275
212516_at	ARAP1	459.970367
212517_at	ATRN	754.9901328
212518_at	PIP5K1C	557.4652141
212519_at	UBE2E1	3949.015279
212520_s_at	SMARCA4	542.7726657
212521_s_at	PDE8A	474.3082418
212522_at	PDE8A	1135.916179
212523_s_at	KIAA0146	233.3195352
212524_x_at	H2AFX	103.931066
212525_s_at	H2AFX	164.8304038
212526_at	SPG20	1672.096184
212527_at	PPPDE2	371.9185283
212528_at	NA	662.6517167
212529_at	LSM12	520.5493838
212530_at	NEK7	6854.227682
212531_at	LCN2	73.01409585
212532_s_at	LSM12	2433.047949
212533_at	WEE1	895.8314499
212534_at	ZNF24	1791.424807
212535_at	MEF2A	3463.254728
212536_at	ATP11B	779.8117176
212537_x_at	RPL17	18611.52683
212538_at	DOCK9	2232.182374
212539_at	CHD1L	1055.079268
212540_at	CDC34	1480.211945
212541_at	FLAD1	652.9838865
212542_s_at	PHIP	2160.770901
212543_at	AIM1	923.7237268
212544_at	ZNHIT3	2688.369413
212545_s_at	ZHX3	65.33609058
212546_s_at	FRYL	872.9801929
212547_at	BRD3	1708.535631
212548_s_at	FRYL	1676.430679
212549_at	STAT5B	1577.526394
212550_at	STAT5B	735.968186
212551_at	CAP2	9508.803147
212552_at	HPCAL1	1243.703822
212553_at	RPRD2	2534.084756
212554_at	CAP2	10725.00889
212555_at	PRKAR1B	208.1357312
212556_at	SCRIB	1006.978981
212557_at	ZNF451	1123.055759
212558_at	SPRY1	2619.175994
212559_at	PRKAR1B	208.3014701
212560_at	SORL1	755.4682849
212561_at	DENND5A	1381.124643
212562_s_at	CTSZ	21.07015522
212563_at	NA	337.2119059
212564_at	KCTD2	540.6462583
212565_at	STK38L	1082.093191
212566_at	MAP4	9562.998668
212567_s_at	MAP4	2367.708777
212568_s_at	DLAT	3414.613793
212569_at	SMCHD1	958.4531506
212570_at	ENDOD1	420.0972652
212571_at	CHD8	851.2659891
212572_at	STK38L	921.4000201
212573_at	ENDOD1	2825.18878
212574_x_at	C19orf6	288.0733844
212575_at	C19orf6	10.10631583
212576_at	MGRN1	739.1773867
212577_at	SMCHD1	575.0817373
212578_x_at	RPS17	15244.77057
212579_at	SMCHD1	1381.212825
212580_at	NA	404.6020533
212581_x_at	GAPDH	17990.20404
212582_at	OSBPL8	4393.07284
212583_at	AQR	505.1416656
212584_at	AQR	994.5534353
212585_at	OSBPL8	2709.705409
212586_at	CAST	7116.880095
212587_s_at	PTPRC	154.8981378
212588_at	PTPRC	1592.949626
212589_at	RRAS2	3406.149386
212590_at	RRAS2	1811.721871
212591_at	RBM34	1487.812906
212592_at	IGJ	1594.958952
212593_s_at	PDCD4	2003.766542
212594_at	PDCD4	715.7561829
212595_s_at	DAZAP2	1973.68723
212596_s_at	HMGXB4	543.1872621
212597_s_at	HMGXB4	950.9704959
212598_at	WDFY3	327.4076463
212599_at	AUTS2	2282.764968
212600_s_at	UQCRC2	11288.85642
212601_at	ZZEF1	1231.249677
212602_at	WDFY3	439.0738309
212603_at	MRPS31	1621.891423
212604_at	MRPS31	1349.599712
212605_s_at	NA	2895.92274
212606_at	WDFY3	1837.338348
212607_at	AKT3	974.6726137
212608_s_at	NA	3829.520879
212609_s_at	AKT3	985.2703538
212610_at	PTPN11	7013.811452
212611_at	DTX4	908.9358042
212612_at	RCOR1	1172.879008
212613_at	BTN3A2	606.9576412
212614_at	ARID5B	4789.983185
212615_at	CHD9	1076.997617
212616_at	CHD9	3423.698684
212617_at	ZNF609	233.8466379
212618_at	ZNF609	209.7818029
212619_at	TMEM194A	44.04264769
212620_at	ZNF609	75.17979698
212621_at	TMEM194A	424.5793759
212622_at	TMEM41B	1590.172553
212623_at	TMEM41B	1107.351235
212624_s_at	CHN1	468.2384796
212625_at	STX10	674.5857297
212626_x_at	HNRNPC	3876.523947
212627_s_at	EXOSC7	3950.268844
212628_at	PKN2	1328.799614
212629_s_at	PKN2	527.3783955
212630_at	EXOC3	791.0490284
212631_at	STX7	1778.727015
212632_at	STX7	987.24239
212633_at	KIAA0776	3041.957346
212634_at	KIAA0776	806.3906711
212635_at	TNPO1	2105.395633
212636_at	QKI	7527.527157
212637_s_at	WWP1	2236.790257
212638_s_at	WWP1	7229.703482
212639_x_at	TUBA1B	11949.06185
212640_at	PTPLB	1724.397459
212641_at	HIVEP2	518.2467414
212642_s_at	HIVEP2	956.8647712
212643_at	MAPK1IP1L	4762.589208
212644_s_at	MAPK1IP1L	1094.497428
212645_x_at	BRE	1059.912643
212646_at	RFTN1	2672.355612
212647_at	RRAS	1372.224035
212648_at	DHX29	1935.320149
212649_at	DHX29	360.4119898
212650_at	EHBP1	141.2795558
212651_at	RHOBTB1	3980.483303
212652_s_at	SNX4	1345.161406
212653_s_at	EHBP1	1277.589917
212654_at	TPM2	22113.12349
212655_at	ZCCHC14	1163.450765
212656_at	TSFM	1143.228239
212657_s_at	IL1RN	92.00533664
212658_at	LHFPL2	580.9762231
212659_s_at	IL1RN	147.8965557
212660_at	PHF15	1782.096132
212661_x_at	NA	13068.10706
212662_at	PVR	185.2487609
212663_at	FKBP15	1701.989151
212664_at	TUBB4	9.992398805
212665_at	TIPARP	869.7086348
212666_at	SMURF1	543.7081363
212667_at	SPARC	6432.709508
212668_at	SMURF1	10.91299333
212669_at	CAMK2G	2568.129528
212670_at	ELN	494.9087133
212671_s_at	NA	2056.402388
212672_at	ATM	1023.815408
212673_at	METAP1	1846.089499
212674_s_at	DHX30	1449.389922
212675_s_at	CEP68	4179.293801
212676_at	NF1	615.0143467
212677_s_at	CEP68	2283.50886
212678_at	NF1	798.4768069
212679_at	TBL2	92.12569743
212680_x_at	PPP1R14B	863.8214222
212681_at	EPB41L3	572.1101557
212682_s_at	LMF2	174.1927696
212683_at	SLC25A44	711.0737753
212684_at	ZNF3	310.3532875
212685_s_at	TBL2	1092.535044
212686_at	PPM1H	143.8826205
212687_at	LIMS1	5250.930456
212688_at	PIK3CB	1574.371096
212689_s_at	KDM3A	1214.958044
212690_at	DDHD2	1252.458817
212691_at	NUP188	499.3807211
212692_s_at	LRBA	979.4048406
212693_at	MDN1	1932.814389
212694_s_at	PCCB	1479.09274
212695_at	CRY2	1310.774454
212696_s_at	RNF4	1377.72609
212697_at	FAM134C	1355.193612
212698_s_at	10-Sep	3782.209838
212699_at	SCAMP5	143.9213123
212700_x_at	NA	247.4331187
212701_at	TLN2	683.6794051
212702_s_at	BICD2	609.2313712
212703_at	TLN2	668.3642266
212704_at	ZCCHC11	969.327827
212705_x_at	NA	573.8497363
212706_at	NA	2038.720964
212707_s_at	NA	1061.534343
212708_at	MSL1	2048.304513
212709_at	NUP160	873.9425776
212710_at	CAMSAP1	1118.915789
212711_at	CAMSAP1	922.6525427
212712_at	CAMSAP1	678.0241746
212713_at	MFAP4	729.301183
212714_at	LARP4	2025.701129
212715_s_at	MICAL3	342.3235774
212716_s_at	EIF3K	10933.70468
212717_at	PLEKHM1	738.4688408
212718_at	PAPOLA	3847.870853
212719_at	PHLPP1	229.7343764
212720_at	PAPOLA	414.9017857
212721_at	SFRS12	1877.414755
212722_s_at	JMJD6	300.0195658
212723_at	JMJD6	846.730246
212724_at	RND3	1741.72877
212725_s_at	TUG1	2032.409939
212726_at	PHF2	1041.203568
212727_at	DLG3	113.0689382
212728_at	DLG3	158.3710371
212729_at	DLG3	116.7056584
212730_at	SYNM	16123.09901
212731_at	ANKRD46	2314.974606
212732_at	MEG3	121.6626209
212733_at	KIAA0226	737.2052194
212734_x_at	RPL13	20042.61538
212735_at	KIAA0226	309.3376434
212736_at	C16orf45	1020.972519
212737_at	GM2A	1009.341051
212738_at	ARHGAP19	277.6136987
212739_s_at	NME4	795.6567124
212740_at	PIK3R4	1341.350188
212741_at	MAOA	2504.715871
212742_at	RNF115	3596.424635
212743_at	RCHY1	164.3936446
212744_at	BBS4	483.5469582
212745_s_at	BBS4	320.3413568
212746_s_at	CEP170	416.14885
212747_at	ANKS1A	1028.224996
212748_at	MKL1	392.9242131
212749_s_at	RCHY1	1754.455453
212750_at	PPP1R16B	360.1612352
212751_at	UBE2N	2070.269571
212752_at	CLASP1	1577.14011
212753_at	PCGF3	696.4763053
212754_s_at	MON2	1122.128444
212755_at	MON2	142.8427333
212756_s_at	UBR2	767.6683614
212757_s_at	CAMK2G	2352.233165
212758_s_at	ZEB1	238.8249189
212759_s_at	TCF7L2	111.0066742
212760_at	UBR2	3112.27429
212761_at	TCF7L2	3466.700839
212762_s_at	TCF7L2	914.9901032
212763_at	CAMSAP1L1	355.3210117
212764_at	ZEB1	5547.70271
212765_at	CAMSAP1L1	2232.780419
212766_s_at	ISG20L2	260.1863479
212767_at	MTG1	294.191293
212768_s_at	OLFM4	32.54531288
212769_at	TLE3	162.5192973
212770_at	TLE3	372.9891773
212771_at	FAM171A1	924.7722168
212772_s_at	ABCA2	280.4505379
212773_s_at	TOMM20	4457.29547
212774_at	ZNF238	6592.169228
212775_at	OBSL1	1031.508645
212776_s_at	OBSL1	401.7609858
212777_at	SOS1	417.0068067
212778_at	PACS2	1280.800511
212779_at	KIAA1109	6020.164126
212780_at	SOS1	565.1452861
212781_at	RBBP6	801.1986983
212782_x_at	POLR2J	10132.92753
212783_at	RBBP6	629.1354569
212784_at	CIC	277.8123756
212785_s_at	LARP7	1071.172868
212786_at	CLEC16A	493.1556519
212787_at	YLPM1	1468.328418
212788_x_at	FTL	18059.04799
212789_at	NCAPD3	199.5719982
212790_x_at	RPL13A	23450.59187
212791_at	C1orf216	643.9432955
212792_at	DPY19L1	698.6590885
212793_at	DAAM2	653.8813018
212794_s_at	KIAA1033	415.4880119
212795_at	KIAA1033	3604.474896
212796_s_at	TBC1D2B	1793.734091
212797_at	SORT1	295.8837461
212798_s_at	ANKMY2	3018.541862
212799_at	STX6	922.4611806
212800_at	STX6	90.87563567
212801_at	CIT	132.6981994
212802_s_at	GAPVD1	2704.772358
212803_at	NAB2	404.7371757
212804_s_at	GAPVD1	541.2569854
212805_at	PRUNE2	916.8983822
212806_at	PRUNE2	172.0150591
212807_s_at	SORT1	977.3684175
212808_at	NFATC2IP	270.178743
212809_at	NFATC2IP	331.1449242
212810_s_at	SLC1A4	388.4449174
212811_x_at	SLC1A4	1110.018026
212812_at	NA	882.6404508
212813_at	JAM3	1183.685917
212814_at	AHCYL2	1132.477645
212815_at	ASCC3	960.6230812
212816_s_at	CBS	19.98632458
212817_at	DNAJB5	1251.986274
212818_s_at	ASB1	527.216019
212819_at	ASB1	300.4480053
212820_at	DMXL2	663.9588912
212821_at	NA	108.1689158
212822_at	HEG1	1911.972365
212823_s_at	PLEKHG3	389.1401647
212824_at	FUBP3	1536.551499
212825_at	PAXIP1	647.5487318
212826_s_at	SLC25A6	6927.442456
212827_at	IGHM	1503.153021
212828_at	SYNJ2	533.0845424
212829_at	PIP4K2A	894.2391488
212830_at	MEGF9	1373.366301
212831_at	MEGF9	14.04678564
212832_s_at	CKAP5	1685.549399
212833_at	SLC25A46	2518.407748
212834_at	DDX52	221.3654751
212835_at	FAM175B	639.5850712
212836_at	POLD3	599.1702038
212837_at	FAM175B	1685.921799
212838_at	DNMBP	1002.165397
212839_s_at	TROVE2	160.0973283
212840_at	UBXN7	420.6181728
212841_s_at	PPFIBP2	519.2812856
212842_x_at	NA	2399.312491
212843_at	NCAM1	247.0757091
212844_at	RRP1B	118.3389546
212845_at	SAMD4A	6543.418367
212846_at	RRP1B	1483.844441
212847_at	FUBP1	748.5057081
212848_s_at	C9orf3	4634.857356
212849_at	AXIN1	234.2967204
212850_s_at	LRP4	461.1507759
212851_at	DCUN1D4	780.940824
212852_s_at	TROVE2	4227.840165
212853_at	DCUN1D4	233.053384
212854_x_at	NA	3322.680752
212855_at	DCUN1D4	1387.157983
212856_at	GRAMD4	383.3014689
212857_x_at	SUB1	6671.729202
212858_at	PAQR4	246.1360317
212859_x_at	MT1E	6284.012342
212860_at	ZDHHC18	135.8046506
212861_at	MFSD5	521.567618
212862_at	CDS2	504.6729395
212863_x_at	CTBP1	5267.074069
212864_at	CDS2	504.0651559
212865_s_at	COL14A1	719.2368516
212866_at	R3HCC1	628.2643913
212867_at	NA	2005.838721
212868_x_at	NA	105.6663614
212869_x_at	TPT1	21667.87414
212870_at	SOS2	4183.107282
212871_at	MAPKAPK5	475.5051998
212872_s_at	MED20	612.7738896
212873_at	HMHA1	459.3227392
212874_at	NA	6.979493762
212875_s_at	C2CD2	905.9173299
212876_at	B4GALT4	240.2241585
212877_at	KLC1	857.7559233
212878_s_at	KLC1	2545.208832
212879_x_at	PIAS4	122.9024269
212880_at	WDR7	898.4648334
212881_at	PIAS4	323.878737
212882_at	KLHL18	237.696069
212883_at	NA	7.660599991
212884_x_at	APOE	951.0414183
212885_at	MPHOSPH10	934.2937345
212886_at	CCDC69	1905.011659
212887_at	SEC23A	4147.199924
212888_at	DICER1	3923.518145
212889_x_at	GADD45GIP1	8.150948036
212890_at	SLC38A10	575.2262035
212891_s_at	GADD45GIP1	1402.277999
212892_at	ZNF282	367.9406439
212893_at	ZZZ3	864.3007886
212894_at	SUPV3L1	962.6632524
212895_s_at	ABR	1639.04404
212896_at	SKIV2L2	2689.785182
212897_at	CDK19	415.0016238
212898_at	KIAA0406	799.2481379
212899_at	CDK19	597.6901452
212900_at	SEC24A	1035.5493
212901_s_at	CSTF2T	507.7996001
212902_at	SEC24A	286.4318488
212904_at	LRRC47	5429.355627
212905_at	CSTF2T	1215.487388
212906_at	GRAMD1B	228.6695937
212907_at	SLC30A1	1366.932477
212908_at	DNAJC16	1103.394347
212909_at	LYPD1	5.669630708
212910_at	THAP11	1096.274422
212911_at	DNAJC16	631.4482632
212912_at	RPS6KA2	1752.323492
212913_at	NA	209.0110276
212914_at	CBX7	1351.019301
212915_at	PDZRN3	2711.850449
212916_at	PHF8	406.6489168
212917_x_at	RECQL	1343.508636
212918_at	RECQL	1256.446777
212919_at	DCP2	1589.710725
212920_at	NA	737.4053198
212921_at	SMYD2	313.1980603
212922_s_at	SMYD2	3065.418698
212923_s_at	C6orf145	731.53384
212924_s_at	LSM4	23.83170821
212925_at	C19orf21	139.7676307
212926_at	SMC5	228.9820575
212927_at	SMC5	899.0210555
212928_at	TSPYL4	1127.999745
212929_s_at	NA	912.5505675
212930_at	ATP2B1	1196.442793
212931_at	TCF20	401.4409047
212932_at	RAB3GAP1	401.688816
212933_x_at	RPL13	18119.77256
212934_at	UBXN2B	1118.809132
212935_at	MCF2L	432.1211166
212936_at	FAM172A	739.6199193
212937_s_at	COL6A1	80.13336565
212938_at	COL6A1	237.608585
212939_at	COL6A1	11.07275949
212940_at	COL6A1	19.71688952
212942_s_at	KIAA1199	35.37136186
212943_at	KIAA0528	1890.918506
212944_at	SLC5A3	915.4614158
212945_s_at	MGA	727.865366
212946_at	KIAA0564	3700.445422
212947_at	SLC9A8	348.3596512
212948_at	CAMTA2	594.9516357
212949_at	NCAPH	5.684950699
212950_at	GPR116	3300.616361
212951_at	GPR116	1359.268919
212952_at	CALR	2274.559081
212953_x_at	CALR	1712.190971
212954_at	DYRK4	558.7666885
212955_s_at	POLR2I	4192.000264
212956_at	TBC1D9	2011.69802
212957_s_at	LOC92249	369.9625483
212958_x_at	PAM	3989.333046
212959_s_at	GNPTAB	2045.177075
212960_at	TBC1D9	100.6056379
212961_x_at	CXorf40B	1247.473787
212962_at	SYDE1	108.3994485
212963_at	TM2D1	155.2499245
212964_at	HIC2	487.375554
212965_at	HIC2	115.7716844
212966_at	HIC2	312.7317924
212967_x_at	NAP1L1	8366.910551
212968_at	RFNG	539.8218546
212969_x_at	EML3	447.8660938
212970_at	APBB2	1112.981795
212971_at	CARS	2959.743031
212972_x_at	APBB2	140.1321113
212973_at	RPIA	1233.642314
212974_at	DENND3	273.8168624
212975_at	DENND3	282.8758186
212976_at	LRRC8B	146.7034128
212977_at	CXCR7	1987.359072
212978_at	LRRC8B	249.6366262
212979_s_at	FAM115A	837.7838875
212980_at	USP34	898.8116726
212981_s_at	FAM115A	1516.556713
212982_at	ZDHHC17	3077.426032
212983_at	HRAS	589.0674985
212984_at	ATF2	2063.529277
212985_at	APBB2	1760.515361
212986_s_at	TLK2	578.6500481
212987_at	FBXO9	3716.669429
212988_x_at	ACTG1	14340.51323
212989_at	SGMS1	1041.203139
212990_at	SYNJ1	819.2375139
212991_at	FBXO9	722.9408128
212992_at	AHNAK2	838.7230725
212993_at	NACC2	1264.657776
212994_at	THOC2	444.7350044
212995_x_at	FAM128B	2910.127831
212996_s_at	URB1	280.3396537
212997_s_at	TLK2	829.0538273
212998_x_at	NA	1574.460604
212999_x_at	HLA-DQB1	924.418134
213000_at	MORC3	1907.298102
213001_at	ANGPTL2	1934.906714
213002_at	MARCKS	380.8850358
213003_s_at	CEBPD	217.8768801
213004_at	ANGPTL2	626.9773522
213005_s_at	KANK1	4928.461444
213006_at	CEBPD	223.3785341
213007_at	FANCI	174.841254
213008_at	FANCI	56.3981906
213009_s_at	TRIM37	1808.171166
213010_at	PRKCDBP	1034.559632
213011_s_at	TPI1	12875.21783
213012_at	NEDD4	3081.821543
213013_at	NA	105.8114596
213014_at	MAPK8IP1	26.16867509
213015_at	BBX	497.8858646
213016_at	BBX	1632.7101
213017_at	ABHD3	1491.328787
213018_at	GATAD1	571.414726
213019_at	RANBP6	1929.929174
213020_at	GOSR1	809.2899637
213021_at	GOSR1	804.8750656
213022_s_at	UTRN	285.0638706
213023_at	UTRN	240.1866304
213024_at	TMF1	829.227175
213025_at	THUMPD1	1198.170622
213026_at	ATG12	1451.440219
213027_at	TROVE2	1385.557361
213028_at	NFRKB	281.2066984
213029_at	NFIB	4150.539536
213030_s_at	PLXNA2	464.2940273
213031_s_at	WDR73	576.6261368
213032_at	NFIB	2625.364138
213033_s_at	NFIB	1280.647352
213034_at	SIK3	1871.601435
213035_at	ANKRD28	1269.790284
213036_x_at	ATP2A3	126.3003383
213037_x_at	STAU1	4241.303153
213038_at	RNF19B	373.4492047
213039_at	ARHGEF18	964.1002409
213040_s_at	NPTXR	78.21146688
213041_s_at	ATP5D	5498.931266
213042_s_at	ATP2A3	30.92929615
213043_s_at	MED24	697.2300342
213044_at	ROCK1	2738.489959
213045_at	MAST3	347.7686815
213046_at	PABPN1	720.0210802
213047_x_at	SET	6931.940288
213048_s_at	NA	13648.28473
213049_at	RALGAPA1	2010.124528
213050_at	COBL	363.9903306
213051_at	ZC3HAV1	1930.313493
213052_at	PRKAR2A	3552.022389
213053_at	HAUS5	161.5806775
213054_at	HAUS5	25.02221376
213055_at	CD47	40.60510521
213056_at	FRMD4B	1704.129317
213057_at	ATPAF2	442.3173046
213058_at	TTC28	881.8902149
213059_at	CREB3L1	321.6619116
213060_s_at	CHI3L2	21.63592437
213061_s_at	NTAN1	1516.87056
213062_at	NTAN1	1360.806753
213063_at	NA	441.6811945
213064_at	ZC3H14	1980.578509
213065_at	ZFC3H1	891.747567
213066_at	RUSC2	870.8607657
213067_at	MYH10	17.51713299
213068_at	DPT	2438.196941
213069_at	HEG1	4992.022355
213070_at	PIK3C2A	1994.341597
213071_at	DPT	1864.189614
213072_at	CYHR1	219.5987566
213073_at	ZFYVE26	1142.263189
213074_at	PHIP	1607.415414
213075_at	OLFML2A	1084.020049
213076_at	ITPKC	157.90627
213077_at	YTHDC2	1412.472322
213078_x_at	LPCAT4	213.3489691
213079_at	TSR2	792.8374446
213080_x_at	RPL5	19710.72657
213081_at	ZBTB22	144.230379
213082_s_at	SLC35D2	226.6841852
213083_at	SLC35D2	368.6638926
213084_x_at	RPL23A	26807.58409
213085_s_at	WWC1	280.8946033
213086_s_at	CSNK1A1	2791.587095
213087_s_at	EEF1D	230.4625324
213088_s_at	DNAJC9	786.1964226
213089_at	LOC100272216	525.5284653
213090_s_at	TAF4	1176.971136
213091_at	CRTC1	91.5080623
213092_x_at	DNAJC9	391.155401
213093_at	PRKCA	1470.626969
213094_at	GPR126	801.880079
213095_x_at	AIF1	929.9999981
213096_at	TMCC2	218.3921401
213097_s_at	DNAJC2	1310.59119
213098_at	RQCD1	91.84894049
213099_at	ANGEL1	607.1499852
213100_at	UNC5B	189.1621317
213101_s_at	ACTR3	5962.473764
213102_at	ACTR3	4299.285396
213103_at	STARD13	349.5475251
213104_at	C16orf42	621.3225674
213105_s_at	C16orf42	765.3945126
213106_at	ATP8A1	2718.167147
213107_at	TNIK	202.9245847
213108_at	CAMK2A	401.562765
213109_at	TNIK	437.0149352
213110_s_at	COL4A5	1013.629027
213111_at	PIKFYVE	1773.708237
213112_s_at	SQSTM1	339.6097192
213113_s_at	SLC43A3	512.4312743
213114_at	RER1	48.94252131
213115_at	ATG4A	849.3423374
213116_at	NEK3	328.9173859
213117_at	KLHL9	644.2834676
213118_at	UHRF1BP1L	698.1784854
213119_at	SLC36A1	204.1685922
213120_at	UHRF1BP1L	171.0305385
213121_at	SNRNP70	69.37090953
213122_at	TSPYL5	1138.94185
213123_at	MFAP3	989.9538285
213124_at	ZNF473	346.4606067
213125_at	OLFML2B	462.7964027
213126_at	MED8	362.9557663
213127_s_at	MED8	503.3308028
213128_s_at	UBE3A	2582.790643
213129_s_at	GCSH	5632.776442
213130_at	ZNF473	114.9426228
213131_at	OLFM1	439.557627
213132_s_at	MCAT	399.8052419
213133_s_at	GCSH	2642.208559
213134_x_at	BTG3	1228.808693
213135_at	TIAM1	556.3040907
213136_at	PTPN2	1420.804816
213137_s_at	PTPN2	508.9383464
213138_at	ARID5A	429.3197163
213139_at	SNAI2	1202.831637
213140_s_at	SS18L1	1018.344577
213141_at	PSKH1	290.1585649
213142_x_at	PION	1015.436478
213143_at	C2orf72	87.69894859
213144_at	GOSR2	260.5249264
213145_at	FBXL14	992.2612004
213146_at	KDM6B	199.8062041
213147_at	HOXA10	108.5311081
213148_at	C2orf72	28.44646357
213149_at	DLAT	3103.542487
213150_at	HOXA10	607.280702
213151_s_at	7-Sep	6054.465226
213152_s_at	SFRS2B	365.5776142
213153_at	SETD1B	1039.900973
213154_s_at	BICD2	1725.20809
213155_at	WSCD1	505.7023908
213156_at	NA	2186.488849
213157_s_at	WSCD1	141.481621
213158_at	NA	4937.367275
213159_at	PCNX	381.6830245
213160_at	DOCK2	374.2528648
213161_at	TSTD2	1628.023069
213162_at	DYNC1LI2	195.2075277
213164_at	NA	3738.033365
213165_at	CEP350	2252.465984
213166_x_at	FAM128A	2137.286843
213167_s_at	NA	83.4478826
213168_at	SP3	3257.741949
213169_at	SEMA5A	802.7469757
213170_at	GPX7	455.9213581
213171_s_at	MMP24	147.2995614
213172_at	TTC9	198.3637497
213173_at	PCNX	258.1331122
213174_at	TTC9	189.6116598
213175_s_at	SNRPB	2092.032934
213176_s_at	LTBP4	181.9610377
213177_at	MAPK8IP3	59.41158951
213178_s_at	MAPK8IP3	135.1088588
213179_at	RQCD1	646.5330145
213180_s_at	GOSR2	340.6546855
213181_s_at	MOCS1	372.9050425
213182_x_at	CDKN1C	590.4086069
213183_s_at	CDKN1C	1294.18538
213184_at	SENP5	817.4759742
213185_at	KIAA0556	385.2364535
213186_at	DZIP3	1053.676178
213187_x_at	FTL	15870.16287
213188_s_at	MINA	1982.353086
213189_at	NA	956.1664871
213190_at	COG7	663.5237974
213191_at	TICAM1	255.5051455
213192_at	THAP3	47.82729184
213193_x_at	NA	1303.473589
213194_at	ROBO1	1262.231982
213195_at	C17orf108	279.4705354
213196_at	ZNF629	761.4299243
213197_at	ASTN1	75.47367853
213198_at	ACVR1B	938.4587507
213199_at	C2CD3	558.323408
213200_at	SYP	18.10483226
213201_s_at	TNNT1	19924.16517
213202_at	SETD1A	61.33279697
213203_at	SNAPC5	3010.166864
213204_at	CUL9	276.2108962
213205_s_at	RAD54L2	205.2054196
213206_at	GOSR2	341.1429418
213207_s_at	GOSR2	207.1205659
213208_at	KIAA0240	1186.39483
213209_at	TAF6L	228.9833452
213210_at	TAF6L	90.66828316
213211_s_at	TAF6L	116.71598
213212_x_at	NA	2285.133866
213213_at	DIDO1	378.9997896
213214_x_at	ACTG1	14929.40788
213215_at	AP3S2	1027.841001
213216_at	OTUD3	371.3035863
213217_at	ADCY2	4715.94123
213218_at	ZNF187	568.3858226
213219_at	ADCY2	134.4665989
213220_at	NCRNA00081	1032.615426
213221_s_at	SIK2	962.3940374
213222_at	PLCB1	1344.046384
213223_at	RPL28	342.1626653
213224_s_at	NCRNA00081	1099.422116
213225_at	PPM1B	4180.530102
213226_at	CCNA2	147.574879
213227_at	PGRMC2	2342.160333
213228_at	PDE8B	250.0818626
213229_at	DICER1	5540.301265
213230_at	CDR2L	236.2308784
213231_at	DMWD	205.5254723
213232_at	KIAA1467	23.94960376
213233_s_at	KLHL9	1387.998245
213234_at	KIAA1467	477.1238942
213235_at	C16orf88	56.68686425
213236_at	SASH1	2253.807253
213237_at	C16orf88	335.6369881
213238_at	ATP10D	666.5458835
213239_at	PIBF1	338.01643
213240_s_at	KRT4	16.09661196
213241_at	PLXNC1	1225.422634
213242_x_at	KIAA0284	612.1247653
213243_at	VPS13B	1044.335112
213244_at	SCAMP4	209.2836913
213245_at	ADCY1	358.9216983
213246_at	C14orf109	1070.215007
213247_at	SVEP1	2074.677712
213248_at	LOC730101	77.60913516
213249_at	FBXL7	731.1070839
213250_at	CCDC85B	115.1616423
213251_at	SMARCA5	2423.359081
213252_at	SH3PXD2A	275.3542487
213253_at	SMC2	428.7610625
213254_at	NA	485.0308133
213256_at	3-Mar	320.2705711
213257_at	NA	51.92578184
213258_at	TFPI	2597.460136
213259_s_at	NA	121.1584691
213260_at	FOXC1	492.6928837
213261_at	TRANK1	402.8891991
213262_at	SACS	2353.661445
213263_s_at	PCBP2	1373.285392
213264_at	PCBP2	937.6643516
213265_at	NA	172.0567213
213266_at	TUBGCP4	485.5736847
213267_at	DOPEY1	145.7955262
213268_at	CAMTA1	224.7507821
213269_at	ZNF248	400.7212805
213270_at	MPP2	246.4094163
213271_s_at	DOPEY1	762.4507802
213272_s_at	TMEM159	1408.006571
213273_at	ODZ4	146.7596335
213274_s_at	CTSB	1018.394653
213275_x_at	CTSB	4677.292734
213276_at	CAMK2B	858.6038738
213277_at	ZFP36L1	4.675807428
213278_at	MTMR9	932.9258991
213279_at	DHRS1	767.6523888
